worker_id,state,industry,gender,education_level,experience_years,actual_monthly_wage,minimum_wage,fair_wage_estimate,wage_gap,gap_percentage,is_underpaid,fair_wage_gap,fair_wage_gap_pct,gender_discriminated,severity_score,severity_band
32701,Uttar Pradesh,Small Manufacturing,Female,Illiterate,17,11972,19500,7000,7528,38.61,1,-4972,-71.03,1,83.24380960500869,Critical (60+)
32702,Assam,Mining,Female,Illiterate,3,6092,16800,7000,10708,63.74,1,908,12.97,1,97.64690919686952,Critical (60+)
32703,Punjab,IT Services,Male,Graduate,0,26124,18500,32000,-7624,-41.21,0,5876,18.36,0,0.0,
32704,Odisha,Construction,Female,12th Pass,4,17566,17500,18000,-66,-0.38,0,434,2.41,0,0.0,
32705,Maharashtra,Manufacturing,Male,Graduate,0,34716,20400,32000,-14316,-70.18,0,-2716,-8.49,0,0.0,
32706,Maharashtra,Textiles,Female,10th Pass,6,12484,20400,14000,7916,38.8,1,1516,10.83,1,82.58647270594933,Critical (60+)
32707,Maharashtra,Services,Male,10th Pass,17,17272,20400,14000,3128,15.33,1,-3272,-23.37,0,31.166666666666664,High (30-60)
32708,Uttar Pradesh,Construction,Male,10th Pass,14,16161,19500,14000,3339,17.12,1,-2161,-15.44,0,32.06153846153846,High (30-60)
32709,Uttar Pradesh,Manufacturing,Female,10th Pass,0,11042,19500,14000,8458,43.37,1,2958,21.13,1,85.72038052610307,Critical (60+)
32710,Rajasthan,Retail,Male,10th Pass,10,18470,19500,14000,1030,5.28,1,-4470,-31.93,0,15.64102564102564,Low (10-30)
32711,Haryana,Metals,Male,10th Pass,0,15068,20400,14000,5332,26.14,1,-1068,-7.63,0,36.568627450980394,High (30-60)
32712,Telangana,Construction,Male,Illiterate,15,10432,19500,7000,9068,46.5,1,-3432,-49.03,0,59.44428360848082,High (30-60)
32713,West Bengal,Services,Male,10th Pass,10,14945,20400,14000,5455,26.74,1,-945,-6.75,0,36.870098039215684,High (30-60)
32714,Haryana,Food Processing,Female,10th Pass,12,16056,20400,14000,4344,21.29,1,-2056,-14.69,0,34.14705882352941,High (30-60)
32715,Maharashtra,Construction,Male,12th Pass,9,17861,20400,18000,2539,12.45,1,139,0.77,0,29.723039215686274,Low (10-30)
32716,Rajasthan,Food Processing,Male,10th Pass,7,15796,19500,14000,3704,18.99,1,-1796,-12.83,0,32.9974358974359,High (30-60)
32717,Punjab,Chemicals,Male,12th Pass,8,16860,18500,18000,1640,8.86,1,1140,6.33,0,17.43243243243243,Low (10-30)
32718,Telangana,Textiles,Female,Graduate,16,34391,19500,32000,-14891,-76.36,0,-2391,-7.47,0,0.0,
32719,Karnataka,Retail,Male,10th Pass,7,18115,21600,14000,3485,16.13,1,-4115,-29.39,0,31.56712962962963,High (30-60)
32720,Karnataka,Textiles,Female,5th Pass,24,15611,21600,9000,5989,27.73,1,-6611,-73.46,0,37.363425925925924,High (30-60)
32721,Jharkhand,Retail,Male,10th Pass,14,20383,17800,14000,-2583,-14.51,0,-6383,-45.59,0,0.0,
32722,Tamil Nadu,Mining,Male,5th Pass,5,12044,18000,9000,5956,33.09,1,-3044,-33.82,0,45.044444444444444,High (30-60)
32723,Madhya Pradesh,Machinery,Male,Diploma,6,23937,18000,22000,-5937,-32.98,0,-1937,-8.8,0,0.0,
32724,Odisha,Manufacturing,Male,10th Pass,14,16022,17500,14000,1478,8.45,1,-2022,-14.44,0,17.222857142857144,Low (10-30)
32725,Tamil Nadu,Manufacturing,Male,10th Pass,19,22690,18000,14000,-4690,-26.06,0,-8690,-62.07,0,0.0,
32726,Uttar Pradesh,Metals,Male,10th Pass,17,19397,19500,14000,103,0.53,1,-5397,-38.55,0,13.264102564102565,Low (10-30)
32727,Madhya Pradesh,Metals,Male,Graduate,8,29826,18000,32000,-11826,-65.7,0,2174,6.79,0,0.0,
32728,Uttar Pradesh,Silk,Male,Illiterate,7,9470,19500,7000,10030,51.44,1,-2470,-35.29,0,54.217948717948715,High (30-60)
32729,Madhya Pradesh,Construction,Male,5th Pass,13,12807,18000,9000,5193,28.85,1,-3807,-42.3,0,37.925,High (30-60)
32730,Haryana,Services,Female,10th Pass,6,12202,20400,14000,8198,40.19,1,1798,12.84,1,83.32148269448845,Critical (60+)
32731,Maharashtra,Chemicals,Male,10th Pass,12,18695,20400,14000,1705,8.36,1,-4695,-33.54,0,17.17892156862745,Low (10-30)
32732,Punjab,Manufacturing,Male,10th Pass,6,13036,18500,14000,5464,29.54,1,964,6.89,0,38.26756756756757,High (30-60)
32733,Uttar Pradesh,Agriculture,Female,10th Pass,19,14035,19500,14000,5465,28.03,1,-35,-0.25,1,52.92099545584367,High (30-60)
32734,Punjab,Retail,Male,12th Pass,14,24498,18500,18000,-5998,-32.42,0,-6498,-36.1,0,0.0,
32735,Uttar Pradesh,Manufacturing,Male,Diploma,10,28559,19500,22000,-9059,-46.46,0,-6559,-29.81,0,0.0,
32736,Tamil Nadu,Metals,Male,5th Pass,0,10434,18000,9000,7566,42.03,1,-1434,-15.93,0,49.516666666666666,High (30-60)
32737,Gujarat,Construction,Female,5th Pass,12,9015,21600,9000,12585,58.26,1,-15,-0.17,1,100.0,Critical (60+)
32738,Tamil Nadu,Textiles,Female,5th Pass,15,11341,18000,9000,6659,36.99,1,-2341,-26.01,1,83.7125043609285,Critical (60+)
32739,Maharashtra,Food Processing,Male,10th Pass,4,13566,20400,14000,6834,33.5,1,434,3.1,0,45.25,High (30-60)
32740,Maharashtra,Textiles,Male,10th Pass,9,13954,20400,14000,6446,31.6,1,46,0.33,0,44.299019607843135,High (30-60)
32741,Maharashtra,Food Processing,Male,5th Pass,2,8009,20400,9000,12391,60.74,1,991,11.01,0,58.87009803921569,High (30-60)
32742,Madhya Pradesh,Retail,Male,10th Pass,0,16028,18000,14000,1972,10.96,1,-2028,-14.49,0,28.977777777777778,Low (10-30)
32743,Gujarat,Construction,Male,10th Pass,12,17004,21600,14000,4596,21.28,1,-3004,-21.46,0,34.138888888888886,High (30-60)
32744,Karnataka,Mining,Male,Diploma,17,27123,21600,22000,-5523,-25.57,0,-5123,-23.29,0,0.0,
32745,Gujarat,Construction,Male,5th Pass,9,10566,21600,9000,11034,51.08,1,-1566,-17.4,0,60.80991637420968,Critical (60+)
32746,Rajasthan,Construction,Male,5th Pass,8,10960,19500,9000,8540,43.79,1,-1960,-21.78,0,57.906187533449945,High (30-60)
32747,Odisha,Agriculture,Female,10th Pass,0,11648,17500,14000,5852,33.44,1,2352,16.8,1,93.61742413644707,Critical (60+)
32748,Haryana,Food Processing,Female,10th Pass,0,12524,20400,14000,7876,38.61,1,1476,10.54,1,82.48221596998634,Critical (60+)
32749,Assam,Retail,Male,10th Pass,8,18969,16800,14000,-2169,-12.91,0,-4969,-35.49,0,0.0,
32750,Assam,Mining,Male,5th Pass,6,12599,16800,9000,4201,25.01,1,-3599,-39.99,0,36.00297619047619,High (30-60)
32751,Madhya Pradesh,Small Manufacturing,Male,5th Pass,11,14549,18000,9000,3451,19.17,1,-5549,-61.66,0,33.08611111111111,High (30-60)
32752,Uttar Pradesh,Agriculture,Female,10th Pass,22,20807,19500,14000,-1307,-6.7,0,-6807,-48.62,0,0.0,
32753,Odisha,Leather,Male,5th Pass,10,10597,17500,9000,6903,39.45,1,-1597,-17.74,0,48.22285714285714,High (30-60)
32754,Punjab,Agriculture,Female,Illiterate,5,7806,18500,7000,10694,57.81,1,-806,-11.51,1,100.0,Critical (60+)
32755,Uttar Pradesh,Leather,Female,5th Pass,5,7401,19500,9000,12099,62.05,1,1599,17.77,1,95.41628883116182,Critical (60+)
32756,Madhya Pradesh,IT Services,Female,Diploma,8,18435,18000,22000,-435,-2.42,0,3565,16.2,0,0.0,
32757,Rajasthan,Manufacturing,Female,12th Pass,0,17230,19500,18000,2270,11.64,1,770,4.28,0,29.32051282051282,Low (10-30)
32758,Assam,Small Manufacturing,Male,12th Pass,10,22989,16800,18000,-6189,-36.84,0,-4989,-27.72,0,0.0,
32759,Uttar Pradesh,Chemicals,Female,Illiterate,8,9289,19500,7000,10211,52.36,1,-2289,-32.7,1,90.38858356339173,Critical (60+)
32760,Telangana,Small Manufacturing,Male,5th Pass,21,12617,19500,9000,6883,35.3,1,-3617,-40.19,0,46.148717948717945,High (30-60)
32761,Rajasthan,Food Processing,Female,12th Pass,2,15475,19500,18000,4025,20.64,1,2525,14.03,0,33.82051282051282,High (30-60)
32762,Maharashtra,Construction,Male,12th Pass,3,16296,20400,18000,4104,20.12,1,1704,9.47,0,33.55882352941177,High (30-60)
32763,Jharkhand,Agriculture,Male,5th Pass,35,22233,17800,9000,-4433,-24.9,0,-13233,-147.03,0,0.0,
32764,Gujarat,Metals,Male,Illiterate,13,11865,21600,7000,9735,45.07,1,-4865,-69.5,0,51.03472222222222,High (30-60)
32765,Tamil Nadu,Machinery,Male,12th Pass,21,19557,18000,18000,-1557,-8.65,0,-1557,-8.65,0,0.0,
32766,West Bengal,Mining,Male,10th Pass,19,22973,20400,14000,-2573,-12.61,0,-8973,-64.09,0,0.0,
32767,Rajasthan,Agriculture,Female,Illiterate,14,7758,19500,7000,11742,60.22,1,-758,-10.83,1,100.0,Critical (60+)
32768,Gujarat,Services,Female,Diploma,6,22389,21600,22000,-789,-3.65,0,-389,-1.77,0,0.0,
32769,Uttar Pradesh,Food Processing,Female,10th Pass,0,13552,19500,14000,5948,30.5,1,448,3.2,1,59.19129536284955,High (30-60)
32770,Tamil Nadu,Services,Female,5th Pass,4,9521,18000,9000,8479,47.11,1,-521,-5.79,1,88.7535714681598,Critical (60+)
32771,Maharashtra,Construction,Male,Illiterate,6,8683,20400,7000,11717,57.44,1,-1683,-24.04,0,78.80701147708446,Critical (60+)
32772,Telangana,Construction,Male,10th Pass,5,17286,19500,14000,2214,11.35,1,-3286,-23.47,0,29.176923076923078,Low (10-30)
32773,West Bengal,Services,Female,10th Pass,16,18349,20400,14000,2051,10.05,1,-4349,-31.06,0,28.526960784313726,Low (10-30)
32774,Karnataka,Agriculture,Female,Illiterate,26,11284,21600,7000,10316,47.76,1,-4284,-61.2,1,97.13973148403495,Critical (60+)
32775,Madhya Pradesh,Agriculture,Female,Illiterate,20,9126,18000,7000,8874,49.3,1,-2126,-30.37,1,100.0,Critical (60+)
32776,Madhya Pradesh,Construction,Male,10th Pass,2,13336,18000,14000,4664,25.91,1,664,4.74,0,36.455555555555556,High (30-60)
32777,Uttar Pradesh,Manufacturing,Male,10th Pass,12,14276,19500,14000,5224,26.79,1,-276,-1.97,0,36.89487179487179,High (30-60)
32778,Odisha,Manufacturing,Female,10th Pass,16,16308,17500,14000,1192,6.81,1,-2308,-16.49,0,16.405714285714286,Low (10-30)
32779,Chhattisgarh,Construction,Male,10th Pass,2,15733,22500,14000,6767,30.08,1,-1733,-12.38,0,43.53777777777778,High (30-60)
32780,Maharashtra,Silk,Female,5th Pass,2,8048,20400,9000,12352,60.55,1,952,10.58,1,94.14854472424545,Critical (60+)
32781,Gujarat,Small Manufacturing,Male,5th Pass,8,9450,21600,9000,12150,56.25,1,-450,-5.0,0,67.35637353244888,Critical (60+)
32782,Gujarat,Agriculture,Female,5th Pass,0,7662,21600,9000,13938,64.53,1,1338,14.87,1,100.0,Critical (60+)
32783,Telangana,Textiles,Female,Graduate,2,29469,19500,32000,-9969,-51.12,0,2531,7.91,0,0.0,
32784,Haryana,Agriculture,Male,5th Pass,0,10011,20400,9000,10389,50.93,1,-1011,-11.23,0,61.725894722324206,Critical (60+)
32785,Maharashtra,Silk,Male,Illiterate,10,10718,20400,7000,9682,47.46,1,-3718,-53.11,0,52.23039215686275,High (30-60)
32786,Tamil Nadu,Small Manufacturing,Male,Illiterate,18,13071,18000,7000,4929,27.38,1,-6071,-86.73,0,37.19166666666666,High (30-60)
32787,Madhya Pradesh,Manufacturing,Male,12th Pass,7,16628,18000,18000,1372,7.62,1,1372,7.62,0,16.81111111111111,Low (10-30)
32788,Jharkhand,Retail,Male,5th Pass,19,16384,17800,9000,1416,7.96,1,-7384,-82.04,0,16.97752808988764,Low (10-30)
32789,Uttar Pradesh,Silk,Female,10th Pass,5,11338,19500,14000,8162,41.86,1,2662,19.01,1,84.93213859852895,Critical (60+)
32790,Tamil Nadu,Manufacturing,Male,Diploma,17,25565,18000,22000,-7565,-42.03,0,-3565,-16.2,0,0.0,
32791,Karnataka,Agriculture,Male,Illiterate,16,13993,21600,7000,7607,35.22,1,-6993,-99.9,0,46.1087962962963,High (30-60)
32792,Madhya Pradesh,Agriculture,Male,Illiterate,23,12375,18000,7000,5625,31.25,1,-5375,-76.79,0,44.125,High (30-60)
32793,Tamil Nadu,Construction,Male,Illiterate,5,6891,18000,7000,11109,61.72,1,109,1.56,0,83.11254501249465,Critical (60+)
32794,Haryana,Agriculture,Female,Illiterate,21,10769,20400,7000,9631,47.21,1,-3769,-53.84,1,97.9616424847745,Critical (60+)
32795,Gujarat,Machinery,Male,12th Pass,25,30337,21600,18000,-8737,-40.45,0,-12337,-68.54,0,0.0,
32796,Assam,Metals,Male,10th Pass,12,19939,16800,14000,-3139,-18.68,0,-5939,-42.42,0,0.0,
32797,Chhattisgarh,IT Services,Female,Post-Graduate,9,34559,22500,45000,-12059,-53.6,0,10441,23.2,0,0.0,
32798,Maharashtra,Agriculture,Female,Illiterate,14,7688,20400,7000,12712,62.31,1,-688,-9.83,1,100.0,Critical (60+)
32799,Gujarat,Metals,Male,10th Pass,9,13837,21600,14000,7763,35.94,1,163,1.16,0,46.469907407407405,High (30-60)
32800,Tamil Nadu,Agriculture,Female,5th Pass,3,6795,18000,9000,11205,62.25,1,2205,24.5,1,100.0,Critical (60+)
32801,Uttar Pradesh,Textiles,Female,10th Pass,10,16660,19500,14000,2840,14.56,1,-2660,-19.0,0,30.78205128205128,High (30-60)
32802,Assam,Chemicals,Male,Graduate,25,31950,16800,32000,-15150,-90.18,0,50,0.16,0,0.0,
32803,Punjab,IT Services,Male,Diploma,9,27628,18500,22000,-9128,-49.34,0,-5628,-25.58,0,0.0,
32804,Uttar Pradesh,Leather,Male,10th Pass,0,16523,19500,14000,2977,15.27,1,-2523,-18.02,0,31.133333333333333,High (30-60)
32805,Maharashtra,Machinery,Male,Graduate,11,30675,20400,32000,-10275,-50.37,0,1325,4.14,0,0.0,
32806,Gujarat,Agriculture,Female,Illiterate,6,8750,21600,7000,12850,59.49,1,-1750,-25.0,1,100.0,Critical (60+)
32807,Rajasthan,Agriculture,Female,Illiterate,4,7049,19500,7000,12451,63.85,1,-49,-0.7,1,100.0,Critical (60+)
32808,Uttar Pradesh,Food Processing,Female,12th Pass,0,16933,19500,18000,2567,13.16,1,1067,5.93,0,30.08205128205128,High (30-60)
32809,Maharashtra,Silk,Male,5th Pass,0,9397,20400,9000,11003,53.94,1,-397,-4.41,0,55.46813725490196,High (30-60)
32810,Jharkhand,Small Manufacturing,Female,Illiterate,6,6438,17800,7000,11362,63.83,1,562,8.03,1,100.0,Critical (60+)
32811,Assam,Manufacturing,Female,5th Pass,0,8656,16800,9000,8144,48.48,1,344,3.82,1,90.29073309391046,Critical (60+)
32812,Maharashtra,Agriculture,Female,5th Pass,20,12628,20400,9000,7772,38.1,1,-3628,-40.31,1,82.21114845648255,Critical (60+)
32813,Haryana,Agriculture,Female,Illiterate,2,5722,20400,7000,14678,71.95,1,1278,18.26,1,100.0,Critical (60+)
32814,Uttar Pradesh,Agriculture,Female,5th Pass,19,12105,19500,9000,7395,37.92,1,-3105,-34.5,1,82.88963333349736,Critical (60+)
32815,Gujarat,Agriculture,Male,Illiterate,27,14928,21600,7000,6672,30.89,1,-7928,-113.26,0,43.94444444444444,High (30-60)
32816,West Bengal,Construction,Male,5th Pass,0,9862,20400,9000,10538,51.66,1,-862,-9.58,0,61.84846880808695,Critical (60+)
32817,Uttar Pradesh,Construction,Male,10th Pass,6,17007,19500,14000,2493,12.78,1,-3007,-21.48,0,29.892307692307693,Low (10-30)
32818,West Bengal,IT Services,Male,Diploma,2,24022,20400,22000,-3622,-17.75,0,-2022,-9.19,0,0.0,
32819,Odisha,Small Manufacturing,Male,10th Pass,12,17408,17500,14000,92,0.53,1,-3408,-24.34,0,13.262857142857143,Low (10-30)
32820,Karnataka,Construction,Male,Illiterate,12,12083,21600,7000,9517,44.06,1,-5083,-72.61,0,50.530092592592595,High (30-60)
32821,Tamil Nadu,Textiles,Male,5th Pass,11,14077,18000,9000,3923,21.79,1,-5077,-56.41,0,34.397222222222226,High (30-60)
32822,Haryana,Construction,Female,Illiterate,17,8794,20400,7000,11606,56.89,1,-1794,-25.63,1,100.0,Critical (60+)
32823,Maharashtra,Construction,Male,Illiterate,2,6800,20400,7000,13600,66.67,1,200,2.86,0,84.51434447128577,Critical (60+)
32824,Rajasthan,Textiles,Female,10th Pass,20,15615,19500,14000,3885,19.92,1,-1615,-11.54,0,33.46153846153846,High (30-60)
32825,Maharashtra,Agriculture,Female,5th Pass,24,14649,20400,9000,5751,28.19,1,-5649,-62.77,1,52.4109139930662,High (30-60)
32826,Telangana,Machinery,Male,Diploma,9,21044,19500,22000,-1544,-7.92,0,956,4.35,0,0.0,
32827,Rajasthan,Construction,Male,10th Pass,10,16421,19500,14000,3079,15.79,1,-2421,-17.29,0,31.394871794871797,High (30-60)
32828,Rajasthan,Mining,Male,5th Pass,13,11425,19500,9000,8075,41.41,1,-2425,-26.94,0,49.205128205128204,High (30-60)
32829,Gujarat,Manufacturing,Male,Graduate,6,30093,21600,32000,-8493,-39.32,0,1907,5.96,0,0.0,
32830,Punjab,Agriculture,Male,Illiterate,30,13921,18500,7000,4579,24.75,1,-6921,-98.87,0,35.87567567567568,High (30-60)
32831,Maharashtra,IT Services,Female,Diploma,6,18677,20400,22000,1723,8.45,1,3323,15.1,0,17.223039215686274,Low (10-30)
32832,Maharashtra,Agriculture,Female,Illiterate,15,11403,20400,7000,8997,44.1,1,-4403,-62.9,1,96.19320357079428,Critical (60+)
32833,Haryana,Manufacturing,Male,12th Pass,0,17940,20400,18000,2460,12.06,1,60,0.33,0,29.529411764705884,Low (10-30)
32834,Assam,Machinery,Male,5th Pass,15,13911,16800,9000,2889,17.2,1,-4911,-54.57,0,32.098214285714285,High (30-60)
32835,Maharashtra,Retail,Male,12th Pass,13,22011,20400,18000,-1611,-7.9,0,-4011,-22.28,0,0.0,
32836,Gujarat,Agriculture,Female,Illiterate,0,6895,21600,7000,14705,68.08,1,105,1.5,1,100.0,Critical (60+)
32837,Chhattisgarh,Food Processing,Female,10th Pass,19,17269,22500,14000,5231,23.25,1,-3269,-23.35,0,35.12444444444444,High (30-60)
32838,Jharkhand,Agriculture,Male,5th Pass,21,12613,17800,9000,5187,29.14,1,-3613,-40.14,0,38.07022471910112,High (30-60)
32839,Uttar Pradesh,Services,Female,12th Pass,0,18248,19500,18000,1252,6.42,1,-248,-1.38,0,16.21025641025641,Low (10-30)
32840,Tamil Nadu,Agriculture,Male,10th Pass,6,14716,18000,14000,3284,18.24,1,-716,-5.11,0,32.62222222222222,High (30-60)
32841,Telangana,Manufacturing,Female,Illiterate,2,6410,19500,7000,13090,67.13,1,590,8.43,1,98.05530150084411,Critical (60+)
32842,Rajasthan,Agriculture,Female,10th Pass,6,12689,19500,14000,6811,34.93,1,1311,9.36,1,61.461003064187175,Critical (60+)
32843,Gujarat,Metals,Male,12th Pass,22,24625,21600,18000,-3025,-14.0,0,-6625,-36.81,0,0.0,
32844,West Bengal,Retail,Male,10th Pass,4,17252,20400,14000,3148,15.43,1,-3252,-23.23,0,31.215686274509807,High (30-60)
32845,Haryana,Retail,Male,Post-Graduate,12,44325,20400,45000,-23925,-117.28,0,675,1.5,0,0.0,
32846,Uttar Pradesh,Food Processing,Male,5th Pass,0,10606,19500,9000,8894,45.61,1,-1606,-17.84,0,51.305128205128206,High (30-60)
32847,West Bengal,Metals,Male,10th Pass,0,12561,20400,14000,7839,38.43,1,1439,10.28,0,47.71323529411765,High (30-60)
32848,Uttar Pradesh,Construction,Female,5th Pass,20,13689,19500,9000,5811,29.8,1,-4689,-52.1,1,53.830982552787844,High (30-60)
32849,Tamil Nadu,Agriculture,Male,Illiterate,12,8919,18000,7000,9081,50.45,1,-1919,-27.41,0,62.84871720802978,Critical (60+)
32850,Haryana,Silk,Female,5th Pass,6,8488,20400,9000,11912,58.39,1,512,5.69,1,93.0017206286525,Critical (60+)
32851,Haryana,Agriculture,Male,10th Pass,15,15263,20400,14000,5137,25.18,1,-1263,-9.02,0,36.09068627450981,High (30-60)
32852,Jharkhand,Leather,Female,10th Pass,4,11589,17800,14000,6211,34.89,1,2411,17.22,1,82.84473766221586,Critical (60+)
32853,Maharashtra,Agriculture,Female,Illiterate,28,13421,20400,7000,6979,34.21,1,-6421,-91.73,1,60.547969829631704,Critical (60+)
32854,Uttar Pradesh,Food Processing,Female,10th Pass,8,14605,19500,14000,4895,25.1,1,-605,-4.32,1,51.42188376434605,High (30-60)
32855,West Bengal,Silk,Female,5th Pass,2,7285,20400,9000,13115,64.29,1,1715,19.06,1,96.13724196273958,Critical (60+)
32856,Karnataka,Agriculture,Female,5th Pass,3,7572,21600,9000,14028,64.94,1,1428,15.87,1,100.0,Critical (60+)
32857,Assam,IT Services,Male,Graduate,3,29368,16800,32000,-12568,-74.81,0,2632,8.22,0,0.0,
32858,Punjab,Chemicals,Male,Diploma,10,23143,18500,22000,-4643,-25.1,0,-1143,-5.2,0,0.0,
32859,Rajasthan,Food Processing,Female,10th Pass,11,15050,19500,14000,4450,22.82,1,-1050,-7.5,1,50.25152463677335,High (30-60)
32860,Madhya Pradesh,Agriculture,Female,10th Pass,20,14491,18000,14000,3509,19.49,1,-491,-3.51,1,49.65746108840056,High (30-60)
32861,Uttar Pradesh,Services,Male,12th Pass,0,18463,19500,18000,1037,5.32,1,-463,-2.57,0,15.658974358974358,Low (10-30)
32862,Punjab,Agriculture,Male,5th Pass,20,14619,18500,9000,3881,20.98,1,-5619,-62.43,0,33.98918918918919,High (30-60)
32863,Uttar Pradesh,Small Manufacturing,Male,10th Pass,13,18154,19500,14000,1346,6.9,1,-4154,-29.67,0,16.45128205128205,Low (10-30)
32864,Gujarat,Retail,Male,Graduate,8,34359,21600,32000,-12759,-59.07,0,-2359,-7.37,0,0.0,
32865,Punjab,Silk,Female,Illiterate,13,7441,18500,7000,11059,59.78,1,-441,-6.3,1,94.7941078360981,Critical (60+)
32866,Chhattisgarh,Construction,Male,10th Pass,11,20302,22500,14000,2198,9.77,1,-6302,-45.01,0,17.884444444444444,Low (10-30)
32867,Rajasthan,Agriculture,Male,Illiterate,23,16593,19500,7000,2907,14.91,1,-9593,-137.04,0,30.953846153846154,High (30-60)
32868,West Bengal,Food Processing,Female,Diploma,11,18211,20400,22000,2189,10.73,1,3789,17.22,0,28.865196078431374,Low (10-30)
32869,Telangana,Agriculture,Male,5th Pass,8,9328,19500,9000,10172,52.16,1,-328,-3.64,0,62.9400543079843,Critical (60+)
32870,Tamil Nadu,Construction,Female,5th Pass,5,7255,18000,9000,10745,59.69,1,1745,19.39,1,100.0,Critical (60+)
32871,Chhattisgarh,Chemicals,Male,Diploma,15,29488,22500,22000,-6988,-31.06,0,-7488,-34.04,0,0.0,
32872,Karnataka,Manufacturing,Male,10th Pass,2,17391,21600,14000,4209,19.49,1,-3391,-24.22,0,33.24305555555556,High (30-60)
32873,Odisha,Services,Male,Diploma,8,20279,17500,22000,-2779,-15.88,0,1721,7.82,0,0.0,
32874,Uttar Pradesh,Small Manufacturing,Male,Post-Graduate,8,38816,19500,45000,-19316,-99.06,0,6184,13.74,0,0.0,
32875,Maharashtra,Textiles,Male,10th Pass,0,15110,20400,14000,5290,25.93,1,-1110,-7.93,0,36.46568627450981,High (30-60)
32876,Maharashtra,Agriculture,Female,5th Pass,14,13441,20400,9000,6959,34.11,1,-4441,-49.34,1,60.49687771502966,Critical (60+)
32877,Tamil Nadu,Services,Female,10th Pass,15,17529,18000,14000,471,2.62,1,-3529,-25.21,0,14.308333333333334,Low (10-30)
32878,Karnataka,Small Manufacturing,Male,10th Pass,15,19670,21600,14000,1930,8.94,1,-5670,-40.5,0,17.46759259259259,Low (10-30)
32879,Jharkhand,Construction,Male,10th Pass,4,12191,17800,14000,5609,31.51,1,1809,12.92,0,44.25561797752809,High (30-60)
32880,Uttar Pradesh,Chemicals,Male,10th Pass,14,19033,19500,14000,467,2.39,1,-5033,-35.95,0,14.197435897435897,Low (10-30)
32881,Telangana,Retail,Male,12th Pass,0,16996,19500,18000,2504,12.84,1,1004,5.58,0,29.92051282051282,Low (10-30)
32882,Odisha,Construction,Male,12th Pass,3,19577,17500,18000,-2077,-11.87,0,-1577,-8.76,0,0.0,
32883,Maharashtra,Mining,Male,5th Pass,0,10284,20400,9000,10116,49.59,1,-1284,-14.27,0,53.294117647058826,High (30-60)
32884,Assam,Agriculture,Male,Illiterate,21,15930,16800,7000,870,5.18,1,-8930,-127.57,0,15.589285714285715,Low (10-30)
32885,Jharkhand,Textiles,Female,5th Pass,1,8491,17800,9000,9309,52.3,1,509,5.66,1,100.0,Critical (60+)
32886,Tamil Nadu,Silk,Female,10th Pass,0,12342,18000,14000,5658,31.43,1,1658,11.84,1,80.9399174519513,Critical (60+)
32887,West Bengal,Textiles,Female,12th Pass,8,20632,20400,18000,-232,-1.14,0,-2632,-14.62,0,0.0,
32888,Assam,Small Manufacturing,Female,12th Pass,3,18302,16800,18000,-1502,-8.94,0,-302,-1.68,0,0.0,
32889,Gujarat,Machinery,Male,Diploma,4,24327,21600,22000,-2727,-12.62,0,-2327,-10.58,0,0.0,
32890,Assam,Leather,Female,12th Pass,9,18803,16800,18000,-2003,-11.92,0,-803,-4.46,0,0.0,
32891,Gujarat,IT Services,Male,Graduate,10,33248,21600,32000,-11648,-53.93,0,-1248,-3.9,0,0.0,
32892,Maharashtra,Manufacturing,Male,5th Pass,17,15408,20400,9000,4992,24.47,1,-6408,-71.2,0,35.73529411764706,High (30-60)
32893,Rajasthan,IT Services,Male,Diploma,8,25559,19500,22000,-6059,-31.07,0,-3559,-16.18,0,0.0,
32894,Karnataka,Food Processing,Female,12th Pass,15,17986,21600,18000,3614,16.73,1,14,0.08,0,31.86574074074074,High (30-60)
32895,Tamil Nadu,Construction,Female,Illiterate,0,5751,18000,7000,12249,68.05,1,1249,17.84,1,100.0,Critical (60+)
32896,Gujarat,Construction,Male,5th Pass,1,9829,21600,9000,11771,54.5,1,-829,-9.21,0,62.83435876479024,Critical (60+)
32897,Maharashtra,Retail,Female,5th Pass,9,10904,20400,9000,9496,46.55,1,-1904,-21.16,1,86.70461377648763,Critical (60+)
32898,Uttar Pradesh,Construction,Female,5th Pass,5,10433,19500,9000,9067,46.5,1,-1433,-15.92,1,98.23904317515013,Critical (60+)
32899,Jharkhand,Chemicals,Female,5th Pass,8,8439,17800,9000,9361,52.59,1,561,6.23,1,91.61881880502543,Critical (60+)
32900,Karnataka,Agriculture,Male,5th Pass,31,20766,21600,9000,834,3.86,1,-11766,-130.73,0,14.930555555555555,Low (10-30)
32901,Maharashtra,Construction,Male,Illiterate,4,7287,20400,7000,13113,64.28,1,-287,-4.1,0,83.03825781797931,Critical (60+)
32902,Uttar Pradesh,Textiles,Female,Illiterate,14,11256,19500,7000,8244,42.28,1,-4256,-60.8,1,85.15050291630287,Critical (60+)
32903,Telangana,Construction,Male,10th Pass,17,17658,19500,14000,1842,9.45,1,-3658,-26.13,0,17.723076923076924,Low (10-30)
32904,Telangana,Agriculture,Male,10th Pass,20,23350,19500,14000,-3850,-19.74,0,-9350,-66.79,0,0.0,
32905,Uttar Pradesh,Small Manufacturing,Male,10th Pass,6,13287,19500,14000,6213,31.86,1,713,5.09,0,44.43076923076923,High (30-60)
