worker_id,state,industry,gender,education_level,experience_years,actual_monthly_wage,min_wage_standard,fair_wage_estimate,wage_gap,gap_percentage,is_underpaid,fair_wage_gap,fair_wage_gap_pct,gender_discriminated
22952,Tamil Nadu,Construction,Male,12th Pass,11,23479,18000,18000,-5479,-30.44,0,-5479,-30.44,0
22953,Haryana,IT Services,Male,Graduate,0,34685,20400,32000,-14285,-70.02,0,-2685,-8.39,0
22954,Chhattisgarh,IT Services,Male,Graduate,3,29574,22500,32000,-7074,-31.44,0,2426,7.58,0
22955,Karnataka,Machinery,Male,10th Pass,13,17727,21600,14000,3873,17.93,1,-3727,-26.62,0
22956,Rajasthan,Small Manufacturing,Male,5th Pass,1,8114,19500,9000,11386,58.39,1,886,9.84,0
22957,Uttar Pradesh,Manufacturing,Male,Graduate,7,32031,19500,32000,-12531,-64.26,0,-31,-0.1,0
22958,Telangana,Retail,Female,5th Pass,6,9566,19500,9000,9934,50.94,1,-566,-6.29,1
22959,Assam,Manufacturing,Male,10th Pass,17,15534,16800,14000,1266,7.54,1,-1534,-10.96,0
22960,Punjab,Construction,Female,5th Pass,0,6269,18500,9000,12231,66.11,1,2731,30.34,1
22961,Maharashtra,Construction,Female,10th Pass,7,13175,20400,14000,7225,35.42,1,825,5.89,1
22962,Karnataka,Retail,Male,Illiterate,3,8515,21600,7000,13085,60.58,1,-1515,-21.64,0
22963,Maharashtra,Food Processing,Male,Illiterate,14,12359,20400,7000,8041,39.42,1,-5359,-76.56,0
22964,Madhya Pradesh,Agriculture,Male,5th Pass,23,16412,18000,9000,1588,8.82,1,-7412,-82.36,0
22965,Chhattisgarh,Metals,Male,Illiterate,25,16826,22500,7000,5674,25.22,1,-9826,-140.37,0
22966,Karnataka,Small Manufacturing,Female,12th Pass,12,19533,21600,18000,2067,9.57,1,-1533,-8.52,0
22967,Punjab,Silk,Female,5th Pass,11,8602,18500,9000,9898,53.5,1,398,4.42,1
22968,West Bengal,Construction,Male,Illiterate,8,10156,20400,7000,10244,50.22,1,-3156,-45.09,0
22969,West Bengal,Agriculture,Female,10th Pass,16,17754,20400,14000,2646,12.97,1,-3754,-26.81,0
22970,Maharashtra,Agriculture,Male,5th Pass,18,16083,20400,9000,4317,21.16,1,-7083,-78.7,0
22971,Uttar Pradesh,Textiles,Male,5th Pass,14,12604,19500,9000,6896,35.36,1,-3604,-40.04,0
22972,Assam,Leather,Female,5th Pass,7,11285,16800,9000,5515,32.83,1,-2285,-25.39,1
22973,Uttar Pradesh,Metals,Female,5th Pass,11,11362,19500,9000,8138,41.73,1,-2362,-26.24,1
22974,Uttar Pradesh,Metals,Male,12th Pass,19,26189,19500,18000,-6689,-34.3,0,-8189,-45.49,0
22975,Tamil Nadu,Mining,Male,5th Pass,2,8338,18000,9000,9662,53.68,1,662,7.36,0
22976,Uttar Pradesh,Manufacturing,Male,Illiterate,10,11461,19500,7000,8039,41.23,1,-4461,-63.73,0
22977,Maharashtra,Manufacturing,Female,12th Pass,0,15159,20400,18000,5241,25.69,1,2841,15.78,1
22978,Odisha,Construction,Male,10th Pass,13,19365,17500,14000,-1865,-10.66,0,-5365,-38.32,0
22979,Uttar Pradesh,Textiles,Female,10th Pass,9,12018,19500,14000,7482,38.37,1,1982,14.16,1
22980,Madhya Pradesh,Construction,Male,12th Pass,6,22772,18000,18000,-4772,-26.51,0,-4772,-26.51,0
22981,Uttar Pradesh,Agriculture,Female,Illiterate,26,13736,19500,7000,5764,29.56,1,-6736,-96.23,1
22982,Assam,Small Manufacturing,Male,Illiterate,11,10194,16800,7000,6606,39.32,1,-3194,-45.63,0
22983,Tamil Nadu,Food Processing,Male,10th Pass,7,14100,18000,14000,3900,21.67,1,-100,-0.71,0
22984,Madhya Pradesh,Agriculture,Female,10th Pass,14,14743,18000,14000,3257,18.09,1,-743,-5.31,1
22985,Madhya Pradesh,Construction,Male,5th Pass,1,10883,18000,9000,7117,39.54,1,-1883,-20.92,0
22986,Odisha,Construction,Male,5th Pass,10,13921,17500,9000,3579,20.45,1,-4921,-54.68,0
22987,Telangana,Construction,Male,5th Pass,0,10291,19500,9000,9209,47.23,1,-1291,-14.34,0
22988,Rajasthan,Textiles,Female,12th Pass,1,12735,19500,18000,6765,34.69,1,5265,29.25,1
22989,Maharashtra,Services,Male,12th Pass,1,14721,20400,18000,5679,27.84,1,3279,18.22,0
22990,Tamil Nadu,Machinery,Male,Diploma,7,27379,18000,22000,-9379,-52.11,0,-5379,-24.45,0
22991,Assam,Retail,Male,12th Pass,5,20922,16800,18000,-4122,-24.54,0,-2922,-16.23,0
22992,West Bengal,Textiles,Female,Illiterate,23,13119,20400,7000,7281,35.69,1,-6119,-87.41,1
22993,Karnataka,Machinery,Male,10th Pass,15,19887,21600,14000,1713,7.93,1,-5887,-42.05,0
22994,Odisha,Services,Female,Diploma,11,19212,17500,22000,-1712,-9.78,0,2788,12.67,0
22995,Uttar Pradesh,Construction,Male,12th Pass,0,17809,19500,18000,1691,8.67,1,191,1.06,0
22996,Tamil Nadu,Food Processing,Male,Diploma,0,20003,18000,22000,-2003,-11.13,0,1997,9.08,0
22997,Maharashtra,Textiles,Male,10th Pass,6,15705,20400,14000,4695,23.01,1,-1705,-12.18,0
22998,Telangana,Textiles,Male,12th Pass,9,22053,19500,18000,-2553,-13.09,0,-4053,-22.52,0
22999,Maharashtra,Silk,Female,12th Pass,1,15454,20400,18000,4946,24.25,1,2546,14.14,0
23000,Maharashtra,IT Services,Male,Graduate,5,26986,20400,32000,-6586,-32.28,0,5014,15.67,0
23001,Punjab,Agriculture,Female,5th Pass,16,13293,18500,9000,5207,28.15,1,-4293,-47.7,1
23002,Assam,Retail,Male,10th Pass,2,15906,16800,14000,894,5.32,1,-1906,-13.61,0
23003,Haryana,Agriculture,Male,Illiterate,14,9712,20400,7000,10688,52.39,1,-2712,-38.74,0
23004,Haryana,Agriculture,Female,Graduate,15,31560,20400,32000,-11160,-54.71,0,440,1.38,0
23005,Uttar Pradesh,Food Processing,Male,Diploma,13,23124,19500,22000,-3624,-18.58,0,-1124,-5.11,0
23006,Assam,Agriculture,Male,5th Pass,5,10917,16800,9000,5883,35.02,1,-1917,-21.3,0
23007,Jharkhand,Agriculture,Male,10th Pass,6,18934,17800,14000,-1134,-6.37,0,-4934,-35.24,0
23008,Punjab,Services,Female,12th Pass,11,21204,18500,18000,-2704,-14.62,0,-3204,-17.8,0
23009,Telangana,Agriculture,Female,Illiterate,15,10879,19500,7000,8621,44.21,1,-3879,-55.41,1
23010,West Bengal,Construction,Male,Illiterate,12,8511,20400,7000,11889,58.28,1,-1511,-21.59,0
23011,Karnataka,Small Manufacturing,Male,10th Pass,10,16244,21600,14000,5356,24.8,1,-2244,-16.03,0
23012,Uttar Pradesh,Retail,Male,5th Pass,1,8791,19500,9000,10709,54.92,1,209,2.32,0
23013,Maharashtra,Metals,Male,5th Pass,25,16783,20400,9000,3617,17.73,1,-7783,-86.48,0
23014,Telangana,Leather,Female,10th Pass,16,14035,19500,14000,5465,28.03,1,-35,-0.25,1
23015,Haryana,Manufacturing,Female,12th Pass,14,15666,20400,18000,4734,23.21,1,2334,12.97,0
23016,Uttar Pradesh,IT Services,Male,Diploma,2,26758,19500,22000,-7258,-37.22,0,-4758,-21.63,0
23017,Jharkhand,Construction,Male,10th Pass,7,18505,17800,14000,-705,-3.96,0,-4505,-32.18,0
23018,Uttar Pradesh,Textiles,Female,10th Pass,3,15108,19500,14000,4392,22.52,1,-1108,-7.91,1
23019,Gujarat,Construction,Male,10th Pass,2,16734,21600,14000,4866,22.53,1,-2734,-19.53,0
23020,West Bengal,Agriculture,Male,Illiterate,23,14979,20400,7000,5421,26.57,1,-7979,-113.99,0
23021,Madhya Pradesh,Small Manufacturing,Male,10th Pass,15,19346,18000,14000,-1346,-7.48,0,-5346,-38.19,0
23022,Rajasthan,Construction,Male,12th Pass,5,17559,19500,18000,1941,9.95,1,441,2.45,0
23023,Punjab,Retail,Female,12th Pass,21,21078,18500,18000,-2578,-13.94,0,-3078,-17.1,0
23024,Uttar Pradesh,Retail,Female,12th Pass,10,16982,19500,18000,2518,12.91,1,1018,5.66,0
23025,Haryana,Machinery,Male,5th Pass,14,12714,20400,9000,7686,37.68,1,-3714,-41.27,0
23026,Uttar Pradesh,Metals,Male,Post-Graduate,7,37863,19500,45000,-18363,-94.17,0,7137,15.86,0
23027,Assam,Textiles,Female,5th Pass,8,11246,16800,9000,5554,33.06,1,-2246,-24.96,1
23028,Karnataka,Manufacturing,Male,12th Pass,3,19615,21600,18000,1985,9.19,1,-1615,-8.97,0
23029,Maharashtra,Machinery,Male,Diploma,15,30081,20400,22000,-9681,-47.46,0,-8081,-36.73,0
23030,Karnataka,IT Services,Male,Diploma,5,25681,21600,22000,-4081,-18.89,0,-3681,-16.73,0
23031,Haryana,Leather,Male,5th Pass,13,12910,20400,9000,7490,36.72,1,-3910,-43.44,0
23032,Uttar Pradesh,Small Manufacturing,Male,12th Pass,0,17332,19500,18000,2168,11.12,1,668,3.71,0
23033,Punjab,Construction,Male,12th Pass,15,26273,18500,18000,-7773,-42.02,0,-8273,-45.96,0
23034,Tamil Nadu,Manufacturing,Male,5th Pass,12,15034,18000,9000,2966,16.48,1,-6034,-67.04,0
23035,Maharashtra,Services,Male,5th Pass,7,10358,20400,9000,10042,49.23,1,-1358,-15.09,0
23036,Haryana,Small Manufacturing,Male,10th Pass,9,14224,20400,14000,6176,30.27,1,-224,-1.6,0
23037,Uttar Pradesh,Agriculture,Male,Illiterate,16,11887,19500,7000,7613,39.04,1,-4887,-69.81,0
23038,Gujarat,Chemicals,Male,Graduate,17,39461,21600,32000,-17861,-82.69,0,-7461,-23.32,0
23039,Uttar Pradesh,IT Services,Female,12th Pass,7,15338,19500,18000,4162,21.34,1,2662,14.79,1
23040,Uttar Pradesh,Construction,Male,12th Pass,10,21393,19500,18000,-1893,-9.71,0,-3393,-18.85,0
23041,Assam,Textiles,Female,12th Pass,12,15311,16800,18000,1489,8.86,1,2689,14.94,1
23042,Uttar Pradesh,Manufacturing,Male,Illiterate,14,11133,19500,7000,8367,42.91,1,-4133,-59.04,0
23043,Punjab,Manufacturing,Male,Diploma,8,20314,18500,22000,-1814,-9.81,0,1686,7.66,0
23044,Assam,Chemicals,Male,Post-Graduate,28,52491,16800,45000,-35691,-212.45,0,-7491,-16.65,0
23045,Chhattisgarh,Metals,Male,12th Pass,11,23297,22500,18000,-797,-3.54,0,-5297,-29.43,0
23046,Gujarat,Food Processing,Female,10th Pass,8,16576,21600,14000,5024,23.26,1,-2576,-18.4,0
23047,Tamil Nadu,Food Processing,Female,10th Pass,6,11122,18000,14000,6878,38.21,1,2878,20.56,1
23048,Chhattisgarh,Silk,Female,Illiterate,13,7470,22500,7000,15030,66.8,1,-470,-6.71,1
23049,Uttar Pradesh,Manufacturing,Male,10th Pass,13,20146,19500,14000,-646,-3.31,0,-6146,-43.9,0
23050,Telangana,Agriculture,Male,10th Pass,33,25447,19500,14000,-5947,-30.5,0,-11447,-81.76,0
23051,Tamil Nadu,Agriculture,Male,Illiterate,14,13129,18000,7000,4871,27.06,1,-6129,-87.56,0
23052,Madhya Pradesh,Construction,Male,5th Pass,4,8450,18000,9000,9550,53.06,1,550,6.11,0
23053,Maharashtra,Agriculture,Female,Illiterate,16,10845,20400,7000,9555,46.84,1,-3845,-54.93,1
23054,Chhattisgarh,Construction,Male,Illiterate,14,13312,22500,7000,9188,40.84,1,-6312,-90.17,0
23055,Gujarat,Agriculture,Male,Illiterate,31,16150,21600,7000,5450,25.23,1,-9150,-130.71,0
23056,Odisha,Agriculture,Female,5th Pass,16,10725,17500,9000,6775,38.71,1,-1725,-19.17,1
23057,Rajasthan,Food Processing,Male,Diploma,4,24546,19500,22000,-5046,-25.88,0,-2546,-11.57,0
23058,Rajasthan,Textiles,Female,Diploma,18,18817,19500,22000,683,3.5,1,3183,14.47,0
23059,Gujarat,Manufacturing,Female,5th Pass,0,8679,21600,9000,12921,59.82,1,321,3.57,1
23060,Telangana,Construction,Female,10th Pass,4,12646,19500,14000,6854,35.15,1,1354,9.67,1
23061,Maharashtra,Agriculture,Female,12th Pass,19,22239,20400,18000,-1839,-9.01,0,-4239,-23.55,0
23062,Karnataka,IT Services,Male,12th Pass,8,23826,21600,18000,-2226,-10.31,0,-5826,-32.37,0
23063,Gujarat,Construction,Male,10th Pass,5,12574,21600,14000,9026,41.79,1,1426,10.19,0
23064,Rajasthan,Small Manufacturing,Female,10th Pass,6,15713,19500,14000,3787,19.42,1,-1713,-12.24,0
23065,Tamil Nadu,Agriculture,Male,12th Pass,35,31462,18000,18000,-13462,-74.79,0,-13462,-74.79,0
23066,Uttar Pradesh,Metals,Male,Graduate,10,29633,19500,32000,-10133,-51.96,0,2367,7.4,0
23067,Maharashtra,Leather,Male,10th Pass,3,16369,20400,14000,4031,19.76,1,-2369,-16.92,0
23068,Madhya Pradesh,Construction,Male,5th Pass,6,11895,18000,9000,6105,33.92,1,-2895,-32.17,0
23069,Assam,Manufacturing,Male,Diploma,32,34128,16800,22000,-17328,-103.14,0,-12128,-55.13,0
23070,Telangana,Agriculture,Male,Illiterate,15,10727,19500,7000,8773,44.99,1,-3727,-53.24,0
23071,Jharkhand,Construction,Male,5th Pass,0,9588,17800,9000,8212,46.13,1,-588,-6.53,0
23072,Karnataka,Metals,Male,10th Pass,14,17651,21600,14000,3949,18.28,1,-3651,-26.08,0
23073,Chhattisgarh,Retail,Male,10th Pass,9,16844,22500,14000,5656,25.14,1,-2844,-20.31,0
23074,Jharkhand,Agriculture,Female,Illiterate,17,9151,17800,7000,8649,48.59,1,-2151,-30.73,1
23075,Punjab,Agriculture,Male,Illiterate,12,9510,18500,7000,8990,48.59,1,-2510,-35.86,0
23076,Haryana,Machinery,Male,10th Pass,3,14893,20400,14000,5507,27.0,1,-893,-6.38,0
23077,Tamil Nadu,Retail,Male,Diploma,9,20889,18000,22000,-2889,-16.05,0,1111,5.05,0
23078,Madhya Pradesh,Construction,Male,5th Pass,10,10890,18000,9000,7110,39.5,1,-1890,-21.0,0
23079,Maharashtra,Agriculture,Male,12th Pass,13,26164,20400,18000,-5764,-28.25,0,-8164,-45.36,0
23080,Karnataka,Small Manufacturing,Female,Illiterate,3,5501,21600,7000,16099,74.53,1,1499,21.41,1
23081,Tamil Nadu,Services,Female,Graduate,10,25268,18000,32000,-7268,-40.38,0,6732,21.04,0
23082,Punjab,Small Manufacturing,Female,10th Pass,2,11489,18500,14000,7011,37.9,1,2511,17.94,1
23083,Uttar Pradesh,Services,Male,Graduate,4,28986,19500,32000,-9486,-48.65,0,3014,9.42,0
23084,Gujarat,Textiles,Female,Illiterate,12,7582,21600,7000,14018,64.9,1,-582,-8.31,1
23085,Odisha,Metals,Male,Diploma,11,24783,17500,22000,-7283,-41.62,0,-2783,-12.65,0
23086,Uttar Pradesh,Manufacturing,Male,12th Pass,19,20289,19500,18000,-789,-4.05,0,-2289,-12.72,0
23087,Chhattisgarh,Manufacturing,Male,10th Pass,10,13758,22500,14000,8742,38.85,1,242,1.73,0
23088,Uttar Pradesh,Retail,Male,Illiterate,4,8686,19500,7000,10814,55.46,1,-1686,-24.09,0
23089,Telangana,Agriculture,Male,Illiterate,4,8618,19500,7000,10882,55.81,1,-1618,-23.11,0
23090,Maharashtra,Textiles,Male,10th Pass,7,16738,20400,14000,3662,17.95,1,-2738,-19.56,0
23091,Rajasthan,Textiles,Male,Illiterate,13,11307,19500,7000,8193,42.02,1,-4307,-61.53,0
23092,Odisha,Leather,Female,12th Pass,9,20258,17500,18000,-2758,-15.76,0,-2258,-12.54,0
23093,Uttar Pradesh,IT Services,Male,Graduate,7,37200,19500,32000,-17700,-90.77,0,-5200,-16.25,0
23094,Punjab,Retail,Male,10th Pass,0,12350,18500,14000,6150,33.24,1,1650,11.79,0
23095,Telangana,Agriculture,Male,5th Pass,12,14556,19500,9000,4944,25.35,1,-5556,-61.73,0
23096,Gujarat,Retail,Male,10th Pass,10,18252,21600,14000,3348,15.5,1,-4252,-30.37,0
23097,Uttar Pradesh,Agriculture,Female,10th Pass,16,15176,19500,14000,4324,22.17,1,-1176,-8.4,1
23098,Haryana,Agriculture,Male,Illiterate,4,7685,20400,7000,12715,62.33,1,-685,-9.79,0
23099,Madhya Pradesh,Manufacturing,Male,10th Pass,3,17528,18000,14000,472,2.62,1,-3528,-25.2,0
23100,Haryana,Small Manufacturing,Female,Graduate,5,26725,20400,32000,-6325,-31.0,0,5275,16.48,0
23101,Karnataka,Agriculture,Female,Illiterate,11,7758,21600,7000,13842,64.08,1,-758,-10.83,1
23102,Uttar Pradesh,Manufacturing,Male,5th Pass,24,18491,19500,9000,1009,5.17,1,-9491,-105.46,0
23103,Assam,Services,Female,12th Pass,4,17605,16800,18000,-805,-4.79,0,395,2.19,0
23104,Chhattisgarh,Textiles,Female,12th Pass,11,17239,22500,18000,5261,23.38,1,761,4.23,0
23105,Maharashtra,Agriculture,Male,Illiterate,21,12240,20400,7000,8160,40.0,1,-5240,-74.86,0
23106,Karnataka,Food Processing,Female,5th Pass,0,9051,21600,9000,12549,58.1,1,-51,-0.57,1
23107,Madhya Pradesh,Agriculture,Male,Illiterate,2,8403,18000,7000,9597,53.32,1,-1403,-20.04,0
23108,Tamil Nadu,Retail,Female,12th Pass,5,17664,18000,18000,336,1.87,1,336,1.87,0
23109,Rajasthan,Chemicals,Female,12th Pass,7,20073,19500,18000,-573,-2.94,0,-2073,-11.52,0
23110,Maharashtra,Agriculture,Male,12th Pass,7,23164,20400,18000,-2764,-13.55,0,-5164,-28.69,0
23111,Uttar Pradesh,Agriculture,Male,5th Pass,7,11599,19500,9000,7901,40.52,1,-2599,-28.88,0
23112,Madhya Pradesh,Mining,Male,10th Pass,0,16587,18000,14000,1413,7.85,1,-2587,-18.48,0
23113,Tamil Nadu,Construction,Male,Illiterate,0,6292,18000,7000,11708,65.04,1,708,10.11,0
23114,Tamil Nadu,Machinery,Male,Graduate,12,33155,18000,32000,-15155,-84.19,0,-1155,-3.61,0
23115,Jharkhand,Retail,Male,5th Pass,12,12779,17800,9000,5021,28.21,1,-3779,-41.99,0
23116,Chhattisgarh,Food Processing,Male,Illiterate,7,8122,22500,7000,14378,63.9,1,-1122,-16.03,0
23117,Rajasthan,Leather,Male,Illiterate,11,10725,19500,7000,8775,45.0,1,-3725,-53.21,0
23118,Maharashtra,Construction,Male,10th Pass,4,13048,20400,14000,7352,36.04,1,952,6.8,0
23119,Maharashtra,Chemicals,Male,Graduate,16,32154,20400,32000,-11754,-57.62,0,-154,-0.48,0
23120,Rajasthan,Leather,Male,Diploma,12,29456,19500,22000,-9956,-51.06,0,-7456,-33.89,0
23121,Haryana,Agriculture,Female,10th Pass,28,15645,20400,14000,4755,23.31,1,-1645,-11.75,0
23122,Karnataka,Metals,Male,10th Pass,15,16973,21600,14000,4627,21.42,1,-2973,-21.24,0
23123,Odisha,IT Services,Male,Graduate,9,37820,17500,32000,-20320,-116.11,0,-5820,-18.19,0
23124,Rajasthan,Manufacturing,Male,Diploma,18,24956,19500,22000,-5456,-27.98,0,-2956,-13.44,0
23125,Punjab,Services,Female,10th Pass,8,16196,18500,14000,2304,12.45,1,-2196,-15.69,0
23126,Telangana,Chemicals,Male,10th Pass,6,13371,19500,14000,6129,31.43,1,629,4.49,0
23127,West Bengal,Services,Female,Diploma,15,23937,20400,22000,-3537,-17.34,0,-1937,-8.8,0
23128,Maharashtra,Retail,Male,12th Pass,19,19633,20400,18000,767,3.76,1,-1633,-9.07,0
23129,Uttar Pradesh,Metals,Male,10th Pass,14,17816,19500,14000,1684,8.64,1,-3816,-27.26,0
23130,Gujarat,Retail,Male,5th Pass,6,11554,21600,9000,10046,46.51,1,-2554,-28.38,0
23131,Tamil Nadu,Agriculture,Female,5th Pass,17,9819,18000,9000,8181,45.45,1,-819,-9.1,1
23132,Jharkhand,Services,Male,12th Pass,3,21788,17800,18000,-3988,-22.4,0,-3788,-21.04,0
23133,Karnataka,Agriculture,Female,12th Pass,16,21246,21600,18000,354,1.64,1,-3246,-18.03,0
23134,Punjab,Food Processing,Male,12th Pass,13,19291,18500,18000,-791,-4.28,0,-1291,-7.17,0
23135,Assam,Metals,Male,10th Pass,27,23888,16800,14000,-7088,-42.19,0,-9888,-70.63,0
23136,Chhattisgarh,Manufacturing,Male,10th Pass,1,12600,22500,14000,9900,44.0,1,1400,10.0,0
23137,Uttar Pradesh,IT Services,Male,Post-Graduate,4,48171,19500,45000,-28671,-147.03,0,-3171,-7.05,0
23138,Odisha,Manufacturing,Male,12th Pass,10,22584,17500,18000,-5084,-29.05,0,-4584,-25.47,0
23139,West Bengal,Construction,Male,Diploma,16,26416,20400,22000,-6016,-29.49,0,-4416,-20.07,0
23140,Gujarat,Metals,Male,5th Pass,13,11893,21600,9000,9707,44.94,1,-2893,-32.14,0
23141,Gujarat,IT Services,Male,Post-Graduate,4,40165,21600,45000,-18565,-85.95,0,4835,10.74,0
23142,Uttar Pradesh,Construction,Male,Illiterate,0,6530,19500,7000,12970,66.51,1,470,6.71,0
23143,Jharkhand,Agriculture,Female,Illiterate,18,9967,17800,7000,7833,44.01,1,-2967,-42.39,1
23144,Jharkhand,Construction,Male,12th Pass,6,22923,17800,18000,-5123,-28.78,0,-4923,-27.35,0
23145,Odisha,Manufacturing,Male,10th Pass,17,19621,17500,14000,-2121,-12.12,0,-5621,-40.15,0
23146,Uttar Pradesh,Retail,Male,Graduate,1,32772,19500,32000,-13272,-68.06,0,-772,-2.41,0
23147,Odisha,Agriculture,Male,Illiterate,6,9615,17500,7000,7885,45.06,1,-2615,-37.36,0
23148,Telangana,Agriculture,Male,Illiterate,6,9695,19500,7000,9805,50.28,1,-2695,-38.5,0
23149,Jharkhand,Agriculture,Male,5th Pass,1,10466,17800,9000,7334,41.2,1,-1466,-16.29,0
23150,West Bengal,Manufacturing,Male,Graduate,12,33432,20400,32000,-13032,-63.88,0,-1432,-4.47,0
23151,Maharashtra,Services,Female,5th Pass,0,7506,20400,9000,12894,63.21,1,1494,16.6,1
23152,Assam,Agriculture,Male,Illiterate,6,8970,16800,7000,7830,46.61,1,-1970,-28.14,0
23153,Maharashtra,Metals,Female,5th Pass,11,8593,20400,9000,11807,57.88,1,407,4.52,1
23154,Gujarat,Agriculture,Female,10th Pass,30,18399,21600,14000,3201,14.82,1,-4399,-31.42,0
23155,Haryana,Agriculture,Female,10th Pass,11,13424,20400,14000,6976,34.2,1,576,4.11,1
23156,Odisha,Construction,Male,12th Pass,0,16731,17500,18000,769,4.39,1,1269,7.05,0
23157,Maharashtra,Retail,Male,Graduate,7,35359,20400,32000,-14959,-73.33,0,-3359,-10.5,0
23158,Madhya Pradesh,Agriculture,Male,5th Pass,7,13111,18000,9000,4889,27.16,1,-4111,-45.68,0
23159,Uttar Pradesh,Retail,Male,Graduate,0,33957,19500,32000,-14457,-74.14,0,-1957,-6.12,0
23160,Haryana,Metals,Male,10th Pass,4,17592,20400,14000,2808,13.76,1,-3592,-25.66,0
23161,Uttar Pradesh,Machinery,Male,Post-Graduate,13,49057,19500,45000,-29557,-151.57,0,-4057,-9.02,0
23162,Chhattisgarh,Construction,Male,10th Pass,0,13791,22500,14000,8709,38.71,1,209,1.49,0
23163,West Bengal,Agriculture,Female,Illiterate,10,10116,20400,7000,10284,50.41,1,-3116,-44.51,1
23164,Uttar Pradesh,IT Services,Female,Diploma,0,15434,19500,22000,4066,20.85,1,6566,29.85,0
23165,Haryana,Agriculture,Male,12th Pass,6,20162,20400,18000,238,1.17,1,-2162,-12.01,0
23166,Tamil Nadu,Small Manufacturing,Female,10th Pass,13,17698,18000,14000,302,1.68,1,-3698,-26.41,0
23167,Gujarat,Agriculture,Female,5th Pass,13,11889,21600,9000,9711,44.96,1,-2889,-32.1,1
23168,Karnataka,Textiles,Female,10th Pass,0,11598,21600,14000,10002,46.31,1,2402,17.16,1
23169,Gujarat,Agriculture,Female,12th Pass,17,16935,21600,18000,4665,21.6,1,1065,5.92,0
23170,Maharashtra,Metals,Male,Illiterate,19,14619,20400,7000,5781,28.34,1,-7619,-108.84,0
23171,Jharkhand,IT Services,Male,Post-Graduate,5,44689,17800,45000,-26889,-151.06,0,311,0.69,0
23172,Uttar Pradesh,Services,Female,5th Pass,5,7480,19500,9000,12020,61.64,1,1520,16.89,1
23173,West Bengal,Metals,Male,5th Pass,11,10852,20400,9000,9548,46.8,1,-1852,-20.58,0
23174,Maharashtra,Agriculture,Male,10th Pass,6,15874,20400,14000,4526,22.19,1,-1874,-13.39,0
23175,Haryana,Agriculture,Female,12th Pass,24,21608,20400,18000,-1208,-5.92,0,-3608,-20.04,0
23176,Karnataka,Manufacturing,Male,12th Pass,11,24312,21600,18000,-2712,-12.56,0,-6312,-35.07,0
23177,Gujarat,Metals,Male,10th Pass,16,21713,21600,14000,-113,-0.52,0,-7713,-55.09,0
23178,Karnataka,Silk,Male,12th Pass,10,23617,21600,18000,-2017,-9.34,0,-5617,-31.21,0
23179,Karnataka,Services,Female,12th Pass,0,15107,21600,18000,6493,30.06,1,2893,16.07,1
23180,Gujarat,IT Services,Male,Graduate,10,40196,21600,32000,-18596,-86.09,0,-8196,-25.61,0
23181,Maharashtra,Services,Female,10th Pass,6,13949,20400,14000,6451,31.62,1,51,0.36,1
23182,West Bengal,Textiles,Male,10th Pass,18,15971,20400,14000,4429,21.71,1,-1971,-14.08,0
23183,Chhattisgarh,Agriculture,Male,Illiterate,29,13836,22500,7000,8664,38.51,1,-6836,-97.66,0
23184,Uttar Pradesh,IT Services,Female,Graduate,0,29572,19500,32000,-10072,-51.65,0,2428,7.59,0
23185,Haryana,Agriculture,Female,5th Pass,23,13169,20400,9000,7231,35.45,1,-4169,-46.32,1
23186,Uttar Pradesh,Construction,Male,Illiterate,3,7839,19500,7000,11661,59.8,1,-839,-11.99,0
23187,Assam,Textiles,Male,5th Pass,0,7400,16800,9000,9400,55.95,1,1600,17.78,0
23188,Punjab,Machinery,Male,Post-Graduate,5,48897,18500,45000,-30397,-164.31,0,-3897,-8.66,0
23189,Tamil Nadu,Food Processing,Male,5th Pass,17,14242,18000,9000,3758,20.88,1,-5242,-58.24,0
23190,Odisha,Manufacturing,Male,12th Pass,15,20441,17500,18000,-2941,-16.81,0,-2441,-13.56,0
23191,Jharkhand,Agriculture,Female,10th Pass,8,14221,17800,14000,3579,20.11,1,-221,-1.58,1
23192,Maharashtra,Chemicals,Female,10th Pass,15,12748,20400,14000,7652,37.51,1,1252,8.94,1
23193,Karnataka,Textiles,Male,Graduate,8,27752,21600,32000,-6152,-28.48,0,4248,13.28,0
23194,Uttar Pradesh,Food Processing,Female,Illiterate,16,9089,19500,7000,10411,53.39,1,-2089,-29.84,1
23195,Maharashtra,Mining,Male,10th Pass,20,16719,20400,14000,3681,18.04,1,-2719,-19.42,0
23196,Maharashtra,Construction,Male,5th Pass,8,10809,20400,9000,9591,47.01,1,-1809,-20.1,0
23197,Uttar Pradesh,Construction,Male,Diploma,12,25054,19500,22000,-5554,-28.48,0,-3054,-13.88,0
23198,Jharkhand,Silk,Female,Diploma,16,22248,17800,22000,-4448,-24.99,0,-248,-1.13,0
23199,Punjab,Metals,Male,Graduate,15,36708,18500,32000,-18208,-98.42,0,-4708,-14.71,0
23200,Telangana,Agriculture,Male,10th Pass,16,16817,19500,14000,2683,13.76,1,-2817,-20.12,0
23201,Tamil Nadu,Leather,Female,5th Pass,13,9477,18000,9000,8523,47.35,1,-477,-5.3,1
23202,Gujarat,Retail,Female,12th Pass,10,18848,21600,18000,2752,12.74,1,-848,-4.71,0
23203,Uttar Pradesh,Manufacturing,Male,10th Pass,0,12121,19500,14000,7379,37.84,1,1879,13.42,0
